area_sqft,floors,building_type,structure_type,wall_material,construction_stage,cement_bags,sand_cubic_meters,steel_kg,bricks_units,aggregates_cubic_meters,estimated_days,estimated_cost_inr
3077,3,Residential,RCC,Brick,Flooring,1231,92.31,9231,24616,153.85,10,307700
4331,2,Residential,Load Bearing,Brick,Excavation,1646,123.43,12343,32916,205.72,5,216550
3745,1,Residential,Load Bearing,AAC Blocks,Foundation,1138,85.39,8539,22770,142.31,15,561750
3444,4,Industrial,RCC,AAC Blocks,Framing,1102,82.66,8266,22042,137.76,30,1377600
3035,2,Commercial,Steel Frame,Concrete Blocks,Excavation,1311,98.33,9833,26222,163.89,5,151750
2558,2,Residential,RCC,AAC Blocks,Foundation,819,61.39,6139,16371,102.32,15,383700
4518,4,Residential,Load Bearing,Brick,Plastering,1717,128.76,12876,34337,214.6,20,542160
4120,5,Industrial,RCC,Concrete Blocks,Plastering,1483,111.24,11124,29664,185.4,20,494400
3852,1,Residential,RCC,Concrete Blocks,Flooring,1387,104,10400,27734,173.34,10,385200
1107,4,Commercial,Steel Frame,Concrete Blocks,Excavation,478,35.87,3587,9564,59.78,5,55350
4008,2,Residential,RCC,AAC Blocks,Flooring,1283,96.19,9619,25651,160.32,10,400800
1799,3,Industrial,RCC,Concrete Blocks,Plastering,648,48.57,4857,12953,80.95,20,215880
2229,5,Commercial,RCC,Concrete Blocks,Plastering,802,60.18,6018,16049,100.31,20,267480
3426,1,Residential,Load Bearing,Brick,Framing,1302,97.64,9764,26038,162.74,30,1370400
3694,5,Industrial,Load Bearing,Concrete Blocks,Framing,1263,94.75,9475,25267,157.92,30,1477600
1396,3,Commercial,Steel Frame,AAC Blocks,Excavation,536,40.2,4020,10721,67.01,5,69800
1490,1,Industrial,RCC,AAC Blocks,Foundation,477,35.76,3576,9536,59.6,15,223500
4320,5,Industrial,Load Bearing,Concrete Blocks,Foundation,1477,110.81,11081,29549,184.68,15,648000
4874,5,Industrial,RCC,Concrete Blocks,Foundation,1755,131.6,13160,35093,219.33,15,731100
4587,3,Commercial,Steel Frame,Brick,Plastering,2202,165.13,16513,44035,275.22,20,550440
3853,1,Industrial,Steel Frame,AAC Blocks,Excavation,1480,110.97,11097,29591,184.94,5,192650
3795,4,Residential,RCC,Brick,Flooring,1518,113.85,11385,30360,189.75,10,379500
4941,5,Residential,RCC,Concrete Blocks,Excavation,1779,133.41,13341,35575,222.35,5,247050
3317,5,Commercial,Steel Frame,Brick,Framing,1592,119.41,11941,31843,199.02,30,1326800
1409,1,Residential,Load Bearing,AAC Blocks,Excavation,428,32.13,3213,8567,53.54,5,70450
663,2,Residential,Load Bearing,Concrete Blocks,Flooring,227,17.01,1701,4535,28.34,10,66300
2778,2,Commercial,Load Bearing,Concrete Blocks,Excavation,950,71.26,7126,19002,118.76,5,138900
4667,3,Industrial,Steel Frame,Concrete Blocks,Flooring,2016,151.21,15121,40323,252.02,10,466700
2041,3,Commercial,RCC,Brick,Foundation,816,61.23,6123,16328,102.05,15,306150
3317,2,Industrial,Steel Frame,Concrete Blocks,Plastering,1433,107.47,10747,28659,179.12,20,398040
4099,5,Commercial,RCC,Concrete Blocks,Excavation,1476,110.67,11067,29513,184.46,5,204950
2074,5,Residential,RCC,AAC Blocks,Plastering,664,49.78,4978,13274,82.96,20,248880
4103,3,Residential,RCC,Concrete Blocks,Excavation,1477,110.78,11078,29542,184.64,5,205150
1343,5,Commercial,Load Bearing,Brick,Framing,510,38.28,3828,10207,63.79,30,537200
1473,1,Commercial,RCC,AAC Blocks,Flooring,471,35.35,3535,9427,58.92,10,147300
2480,3,Industrial,Load Bearing,Concrete Blocks,Plastering,848,63.61,6361,16963,106.02,20,297600
2239,1,Commercial,RCC,AAC Blocks,Foundation,716,53.74,5374,14330,89.56,15,335850
2352,3,Commercial,Steel Frame,AAC Blocks,Plastering,903,67.74,6774,18063,112.9,20,282240
2540,1,Residential,Steel Frame,AAC Blocks,Framing,975,73.15,7315,19507,121.92,30,1016000
3928,2,Residential,Steel Frame,Brick,Excavation,1885,141.41,14141,37709,235.68,5,196400
4751,4,Commercial,Steel Frame,AAC Blocks,Foundation,1824,136.83,13683,36488,228.05,15,712650
1252,1,Industrial,Steel Frame,Brick,Framing,601,45.07,4507,12019,75.12,30,500800
3480,2,Commercial,Load Bearing,AAC Blocks,Flooring,1058,79.34,7934,21158,132.24,10,348000
865,3,Residential,RCC,Concrete Blocks,Foundation,311,23.36,2336,6228,38.93,15,129750
741,2,Residential,Load Bearing,Concrete Blocks,Plastering,253,19.01,1901,5068,31.68,20,88920
3424,2,Commercial,Steel Frame,Brick,Excavation,1644,123.26,12326,32870,205.44,5,171200
732,4,Industrial,Steel Frame,Brick,Flooring,351,26.35,2635,7027,43.92,10,73200
4044,2,Industrial,RCC,Brick,Framing,1618,121.32,12132,32352,202.2,30,1617600
4739,4,Industrial,Steel Frame,Concrete Blocks,Excavation,2047,153.54,15354,40945,255.91,5,236950
2197,1,Residential,RCC,Brick,Framing,879,65.91,6591,17576,109.85,30,878800
1108,5,Industrial,Steel Frame,Concrete Blocks,Excavation,479,35.9,3590,9573,59.83,5,55400
3021,4,Residential,Load Bearing,Brick,Excavation,1148,86.1,8610,22960,143.5,5,151050
2342,1,Commercial,Steel Frame,Concrete Blocks,Framing,1012,75.88,7588,20235,126.47,30,936800
676,2,Residential,RCC,Brick,Framing,270,20.28,2028,5408,33.8,30,270400
4384,2,Commercial,RCC,Concrete Blocks,Flooring,1578,118.37,11837,31565,197.28,10,438400
4409,1,Industrial,Steel Frame,Brick,Foundation,2116,158.72,15872,42326,264.54,15,661350
4356,5,Industrial,Steel Frame,Brick,Plastering,2091,156.82,15682,41818,261.36,20,522720
3035,4,Commercial,RCC,Brick,Plastering,1214,91.05,9105,24280,151.75,20,364200
3095,4,Commercial,RCC,Brick,Plastering,1238,92.85,9285,24760,154.75,20,371400
1691,4,Commercial,Load Bearing,AAC Blocks,Flooring,514,38.55,3855,10281,64.26,10,169100
4826,5,Industrial,Load Bearing,Concrete Blocks,Flooring,1650,123.79,12379,33010,206.31,10,482600
4946,1,Commercial,Steel Frame,Brick,Framing,2374,178.06,17806,47482,296.76,30,1978400
4673,4,Industrial,Steel Frame,Brick,Excavation,2243,168.23,16823,44861,280.38,5,233650
4061,5,Residential,Steel Frame,Concrete Blocks,Flooring,1754,131.58,13158,35087,219.29,10,406100
605,4,Commercial,Steel Frame,Concrete Blocks,Plastering,261,19.6,1960,5227,32.67,20,72600
1268,1,Industrial,Load Bearing,AAC Blocks,Excavation,385,28.91,2891,7709,48.18,5,63400
1989,2,Commercial,RCC,AAC Blocks,Foundation,636,47.74,4774,12730,79.56,15,298350
3168,5,Industrial,Load Bearing,Brick,Flooring,1204,90.29,9029,24077,150.48,10,316800
3712,2,Commercial,Steel Frame,Brick,Foundation,1782,133.63,13363,35635,222.72,15,556800
722,4,Industrial,Steel Frame,Concrete Blocks,Plastering,312,23.39,2339,6238,38.99,20,86640
2867,2,Commercial,Load Bearing,AAC Blocks,Flooring,872,65.37,6537,17431,108.95,10,286700
4288,4,Industrial,Load Bearing,Brick,Excavation,1629,122.21,12221,32589,203.68,5,214400
1098,2,Commercial,Steel Frame,Concrete Blocks,Foundation,474,35.58,3558,9487,59.29,15,164700
2036,2,Commercial,RCC,AAC Blocks,Flooring,652,48.86,4886,13030,81.44,10,203600
1742,3,Industrial,RCC,Brick,Framing,697,52.26,5226,13936,87.1,30,696800
2216,3,Residential,Steel Frame,Brick,Framing,1064,79.78,7978,21274,132.96,30,886400
3226,1,Residential,Steel Frame,Brick,Framing,1548,116.14,11614,30970,193.56,30,1290400
1221,3,Residential,Load Bearing,Brick,Flooring,464,34.8,3480,9280,58,10,122100
2187,1,Commercial,Steel Frame,AAC Blocks,Framing,840,62.99,6299,16796,104.98,30,874800
3422,5,Residential,Load Bearing,AAC Blocks,Plastering,1040,78.02,7802,20806,130.04,20,410640
729,3,Commercial,Steel Frame,Brick,Flooring,350,26.24,2624,6998,43.74,10,72900
1330,4,Residential,Load Bearing,AAC Blocks,Excavation,404,30.32,3032,8086,50.54,5,66500
4981,4,Commercial,Load Bearing,Concrete Blocks,Flooring,1704,127.76,12776,34070,212.94,10,498100
3131,3,Residential,Load Bearing,AAC Blocks,Plastering,952,71.39,7139,19036,118.98,20,375720
1377,2,Industrial,Load Bearing,AAC Blocks,Excavation,419,31.4,3140,8372,52.33,5,68850
1667,2,Industrial,Load Bearing,Concrete Blocks,Framing,570,42.76,4276,11402,71.26,30,666800
4832,3,Industrial,RCC,AAC Blocks,Foundation,1546,115.97,11597,30925,193.28,15,724800
3935,2,Residential,Steel Frame,Concrete Blocks,Flooring,1700,127.49,12749,33998,212.49,10,393500
633,1,Residential,Steel Frame,AAC Blocks,Excavation,243,18.23,1823,4861,30.38,5,31650
4183,3,Commercial,Load Bearing,Brick,Flooring,1590,119.22,11922,31791,198.69,10,418300
532,2,Commercial,RCC,Concrete Blocks,Plastering,192,14.36,1436,3830,23.94,20,63840
1030,3,Commercial,Steel Frame,AAC Blocks,Foundation,396,29.66,2966,7910,49.44,15,154500
1519,5,Commercial,Load Bearing,AAC Blocks,Foundation,462,34.63,3463,9236,57.72,15,227850
847,2,Commercial,RCC,Brick,Flooring,339,25.41,2541,6776,42.35,10,84700
4312,1,Industrial,Load Bearing,Brick,Excavation,1639,122.89,12289,32771,204.82,5,215600
3277,5,Commercial,Load Bearing,Concrete Blocks,Framing,1121,84.06,8406,22415,140.09,30,1310800
3696,4,Industrial,Load Bearing,Brick,Flooring,1404,105.34,10534,28090,175.56,10,369600
3332,5,Industrial,Load Bearing,Brick,Foundation,1266,94.96,9496,25323,158.27,15,499800
1741,3,Industrial,Load Bearing,Concrete Blocks,Plastering,595,44.66,4466,11908,74.43,20,208920
2019,3,Commercial,RCC,Concrete Blocks,Flooring,727,54.51,5451,14537,90.86,10,201900
975,3,Residential,Load Bearing,Brick,Framing,370,27.79,2779,7410,46.31,30,390000
1774,3,Commercial,RCC,Brick,Plastering,710,53.22,5322,14192,88.7,20,212880
624,4,Commercial,Steel Frame,Brick,Framing,300,22.46,2246,5990,37.44,30,249600
752,2,Residential,Steel Frame,AAC Blocks,Plastering,289,21.66,2166,5775,36.1,20,90240
4139,2,Residential,Load Bearing,AAC Blocks,Flooring,1258,94.37,9437,25165,157.28,10,413900
4791,2,Industrial,RCC,AAC Blocks,Framing,1533,114.98,11498,30662,191.64,30,1916400
4567,3,Industrial,RCC,Brick,Plastering,1827,137.01,13701,36536,228.35,20,548040
1414,3,Residential,Steel Frame,Brick,Foundation,679,50.9,5090,13574,84.84,15,212100
4204,3,Industrial,RCC,AAC Blocks,Flooring,1345,100.9,10090,26906,168.16,10,420400
3326,1,Industrial,RCC,Brick,Framing,1330,99.78,9978,26608,166.3,30,1330400
3442,4,Commercial,Load Bearing,AAC Blocks,Plastering,1046,78.48,7848,20927,130.8,20,413040
668,5,Commercial,RCC,Concrete Blocks,Excavation,240,18.04,1804,4810,30.06,5,33400
653,1,Residential,RCC,Brick,Excavation,261,19.59,1959,5224,32.65,5,32650
2838,4,Commercial,RCC,Concrete Blocks,Plastering,1022,76.63,7663,20434,127.71,20,340560
2964,2,Industrial,Load Bearing,AAC Blocks,Flooring,901,67.58,6758,18021,112.63,10,296400
3419,5,Commercial,RCC,AAC Blocks,Plastering,1094,82.06,8206,21882,136.76,20,410280
3153,4,Commercial,Steel Frame,Brick,Plastering,1513,113.51,11351,30269,189.18,20,378360
3286,3,Commercial,Steel Frame,AAC Blocks,Plastering,1262,94.64,9464,25236,157.73,20,394320
2663,5,Commercial,Load Bearing,AAC Blocks,Framing,810,60.72,6072,16191,101.19,30,1065200
2587,4,Industrial,Load Bearing,Brick,Framing,983,73.73,7373,19661,122.88,30,1034800
3405,2,Commercial,RCC,Concrete Blocks,Foundation,1226,91.93,9194,24516,153.22,15,510750
1488,5,Industrial,Load Bearing,AAC Blocks,Plastering,452,33.93,3393,9047,56.54,20,178560
1921,2,Residential,RCC,AAC Blocks,Plastering,615,46.1,4610,12294,76.84,20,230520
4599,4,Industrial,Steel Frame,Concrete Blocks,Flooring,1987,149.01,14901,39735,248.35,10,459900
1283,1,Residential,Steel Frame,AAC Blocks,Foundation,493,36.95,3695,9853,61.58,15,192450
3223,5,Residential,Steel Frame,Concrete Blocks,Framing,1392,104.43,10443,27847,174.04,30,1289200
3400,2,Industrial,RCC,Brick,Plastering,1360,102,10200,27200,170,20,408000
3916,5,Residential,Steel Frame,AAC Blocks,Flooring,1504,112.78,11278,30075,187.97,10,391600
4972,1,Industrial,Load Bearing,Concrete Blocks,Foundation,1700,127.53,12753,34008,212.55,15,745800
4382,4,Industrial,Load Bearing,Brick,Flooring,1665,124.89,12489,33303,208.15,10,438200
1754,3,Residential,Load Bearing,Brick,Excavation,667,49.99,4999,13330,83.31,5,87700
1358,5,Commercial,Load Bearing,AAC Blocks,Excavation,413,30.96,3096,8257,51.6,5,67900
4238,5,Industrial,RCC,AAC Blocks,Plastering,1356,101.71,10171,27123,169.52,20,508560
3061,2,Residential,RCC,Brick,Plastering,1224,91.83,9183,24488,153.05,20,367320
4939,1,Residential,Steel Frame,AAC Blocks,Plastering,1897,142.24,14224,37932,237.07,20,592680
1075,5,Residential,RCC,Brick,Excavation,430,32.25,3225,8600,53.75,5,53750
3254,4,Industrial,RCC,AAC Blocks,Framing,1041,78.1,7810,20826,130.16,30,1301600
3449,3,Residential,RCC,Concrete Blocks,Plastering,1242,93.12,9312,24833,155.21,20,413880
2854,4,Residential,Load Bearing,Brick,Flooring,1085,81.34,8134,21690,135.56,10,285400
2599,2,Residential,Load Bearing,Concrete Blocks,Framing,889,66.66,6666,17777,111.11,30,1039600
3400,2,Industrial,Steel Frame,Brick,Flooring,1632,122.4,12240,32640,204,10,340000
3655,1,Commercial,RCC,Concrete Blocks,Framing,1316,98.68,9868,26316,164.47,30,1462000
1120,5,Commercial,Load Bearing,Brick,Excavation,426,31.92,3192,8512,53.2,5,56000
1988,3,Commercial,Load Bearing,Brick,Excavation,755,56.66,5666,15109,94.43,5,99400
2017,5,Industrial,Load Bearing,Concrete Blocks,Excavation,690,51.74,5174,13796,86.23,5,100850
3655,1,Residential,Steel Frame,AAC Blocks,Foundation,1404,105.26,10526,28070,175.44,15,548250
1011,2,Residential,RCC,Brick,Flooring,404,30.33,3033,8088,50.55,10,101100
1152,4,Residential,Steel Frame,Brick,Flooring,553,41.47,4147,11059,69.12,10,115200
4339,5,Industrial,Steel Frame,AAC Blocks,Flooring,1666,124.96,12496,33324,208.27,10,433900
600,1,Commercial,Steel Frame,Brick,Flooring,288,21.6,2160,5760,36,10,60000
4854,3,Residential,Load Bearing,AAC Blocks,Excavation,1476,110.67,11067,29512,184.45,5,242700
4266,1,Residential,Load Bearing,AAC Blocks,Foundation,1297,97.26,9726,25937,162.11,15,639900
1265,4,Residential,Steel Frame,Brick,Plastering,607,45.54,4554,12144,75.9,20,151800
754,1,Residential,Steel Frame,Brick,Flooring,362,27.14,2714,7238,45.24,10,75400
651,3,Industrial,Load Bearing,AAC Blocks,Excavation,198,14.84,1484,3958,24.74,5,32550
1847,2,Commercial,RCC,Concrete Blocks,Framing,665,49.87,4987,13298,83.12,30,738800
3877,5,Industrial,Steel Frame,Concrete Blocks,Flooring,1675,125.61,12561,33497,209.36,10,387700
2478,3,Residential,Steel Frame,Concrete Blocks,Plastering,1070,80.29,8029,21410,133.81,20,297360
2760,5,Industrial,Load Bearing,AAC Blocks,Excavation,839,62.93,6293,16781,104.88,5,138000
3601,1,Commercial,Steel Frame,Concrete Blocks,Foundation,1556,116.67,11667,31113,194.45,15,540150
3743,2,Commercial,Load Bearing,Concrete Blocks,Framing,1280,96.01,9601,25602,160.01,30,1497200
1198,4,Commercial,RCC,AAC Blocks,Plastering,383,28.75,2875,7667,47.92,20,143760
1057,1,Industrial,Steel Frame,Brick,Plastering,507,38.05,3805,10147,63.42,20,126840
4138,5,Industrial,RCC,Brick,Framing,1655,124.14,12414,33104,206.9,30,1655200
3234,5,Residential,Load Bearing,AAC Blocks,Framing,983,73.74,7374,19663,122.89,30,1293600
2751,1,Residential,Load Bearing,Brick,Plastering,1045,78.4,7840,20908,130.67,20,330120
1026,4,Commercial,RCC,AAC Blocks,Plastering,328,24.62,2462,6566,41.04,20,123120
4521,4,Industrial,RCC,Concrete Blocks,Foundation,1628,122.07,12207,32551,203.45,15,678150
4136,3,Residential,Load Bearing,Brick,Plastering,1572,117.88,11788,31434,196.46,20,496320
2725,4,Residential,Steel Frame,AAC Blocks,Flooring,1046,78.48,7848,20928,130.8,10,272500
4581,4,Residential,Steel Frame,AAC Blocks,Framing,1759,131.93,13193,35182,219.89,30,1832400
4076,2,Commercial,Steel Frame,Concrete Blocks,Framing,1761,132.06,13206,35217,220.1,30,1630400
1832,3,Commercial,Load Bearing,Concrete Blocks,Framing,627,46.99,4699,12531,78.32,30,732800
4136,1,Industrial,Steel Frame,Brick,Foundation,1985,148.9,14890,39706,248.16,15,620400
2750,1,Commercial,Load Bearing,Concrete Blocks,Flooring,940,70.54,7054,18810,117.56,10,275000
3118,3,Commercial,Load Bearing,Concrete Blocks,Excavation,1066,79.98,7998,21327,133.29,5,155900
1328,3,Residential,Steel Frame,Concrete Blocks,Flooring,574,43.03,4303,11474,71.71,10,132800
2672,3,Industrial,Load Bearing,AAC Blocks,Foundation,812,60.92,6092,16246,101.54,15,400800
1094,3,Residential,RCC,AAC Blocks,Plastering,350,26.26,2626,7002,43.76,20,131280
4246,4,Industrial,Load Bearing,Brick,Foundation,1613,121.01,12101,32270,201.69,15,636900
1313,4,Residential,Steel Frame,Concrete Blocks,Foundation,567,42.54,4254,11344,70.9,15,196950
968,5,Residential,RCC,Concrete Blocks,Excavation,348,26.14,2614,6970,43.56,5,48400
1163,4,Commercial,Load Bearing,AAC Blocks,Excavation,354,26.52,2652,7071,44.19,5,58150
3320,2,Residential,RCC,AAC Blocks,Excavation,1062,79.68,7968,21248,132.8,5,166000
1792,5,Residential,RCC,AAC Blocks,Foundation,573,43.01,4301,11469,71.68,15,268800
1711,5,Commercial,Steel Frame,AAC Blocks,Foundation,657,49.28,4928,13140,82.13,15,256650
1969,1,Industrial,RCC,Concrete Blocks,Plastering,709,53.16,5316,14177,88.61,20,236280
3806,5,Commercial,Steel Frame,Concrete Blocks,Excavation,1644,123.31,12331,32884,205.52,5,190300
4802,5,Commercial,Steel Frame,Brick,Excavation,2305,172.87,17287,46099,288.12,5,240100
2179,2,Residential,RCC,Concrete Blocks,Flooring,784,58.83,5883,15689,98.06,10,217900
1818,2,Residential,Load Bearing,Concrete Blocks,Framing,622,46.63,4663,12435,77.72,30,727200
2574,5,Commercial,Load Bearing,AAC Blocks,Foundation,782,58.69,5869,15650,97.81,15,386100
1957,3,Industrial,Load Bearing,Concrete Blocks,Foundation,669,50.2,5020,13386,83.66,15,293550
1819,3,Industrial,Steel Frame,Brick,Foundation,873,65.48,6548,17462,109.14,15,272850
2263,5,Residential,RCC,Concrete Blocks,Foundation,815,61.1,6110,16294,101.84,15,339450
1654,5,Industrial,RCC,Brick,Plastering,662,49.62,4962,13232,82.7,20,198480
2646,3,Commercial,Load Bearing,Brick,Plastering,1005,75.41,7541,20110,125.69,20,317520
3186,1,Residential,Steel Frame,AAC Blocks,Flooring,1223,91.76,9176,24468,152.93,10,318600
634,4,Industrial,RCC,AAC Blocks,Plastering,203,15.22,1522,4058,25.36,20,76080
2730,3,Residential,Steel Frame,Concrete Blocks,Framing,1179,88.45,8845,23587,147.42,30,1092000
2610,3,Industrial,Steel Frame,AAC Blocks,Flooring,1002,75.17,7517,20045,125.28,10,261000
1689,5,Commercial,RCC,Brick,Flooring,676,50.67,5067,13512,84.45,10,168900
2716,4,Residential,Load Bearing,AAC Blocks,Flooring,826,61.92,6192,16513,103.21,10,271600
1507,3,Industrial,RCC,Brick,Foundation,603,45.21,4521,12056,75.35,15,226050
2801,3,Industrial,Load Bearing,Concrete Blocks,Excavation,958,71.85,7185,19159,119.74,5,140050
2309,3,Residential,RCC,AAC Blocks,Foundation,739,55.42,5542,14778,92.36,15,346350
2710,5,Commercial,Load Bearing,AAC Blocks,Excavation,824,61.79,6179,16477,102.98,5,135500
4236,2,Industrial,Steel Frame,AAC Blocks,Excavation,1627,122,12200,32532,203.33,5,211800
4696,3,Commercial,RCC,Concrete Blocks,Excavation,1691,126.79,12679,33811,211.32,5,234800
2292,1,Industrial,RCC,AAC Blocks,Framing,733,55.01,5501,14669,91.68,30,916800
4093,3,Residential,Steel Frame,AAC Blocks,Foundation,1572,117.88,11788,31434,196.46,15,613950
1107,5,Residential,Steel Frame,AAC Blocks,Framing,425,31.88,3188,8502,53.14,30,442800
3824,5,Commercial,Steel Frame,AAC Blocks,Excavation,1468,110.13,11013,29368,183.55,5,191200
3974,2,Commercial,Steel Frame,Brick,Plastering,1908,143.06,14306,38150,238.44,20,476880
3214,1,Residential,Steel Frame,Brick,Foundation,1543,115.7,11570,30854,192.84,15,482100
2377,3,Residential,RCC,AAC Blocks,Foundation,761,57.05,5705,15213,95.08,15,356550
960,3,Industrial,RCC,Concrete Blocks,Excavation,346,25.92,2592,6912,43.2,5,48000
4713,1,Residential,Steel Frame,AAC Blocks,Framing,1810,135.73,13573,36196,226.22,30,1885200
4497,5,Industrial,Steel Frame,Concrete Blocks,Plastering,1943,145.7,14570,38854,242.84,20,539640
531,4,Residential,RCC,Brick,Excavation,212,15.93,1593,4248,26.55,5,26550
3199,4,Commercial,Load Bearing,AAC Blocks,Excavation,972,72.94,7294,19450,121.56,5,159950
4527,2,Residential,Steel Frame,AAC Blocks,Plastering,1738,130.38,13038,34767,217.3,20,543240
2482,5,Residential,Load Bearing,AAC Blocks,Framing,755,56.59,5659,15091,94.32,30,992800
4875,5,Residential,Load Bearing,Concrete Blocks,Flooring,1667,125.04,12504,33345,208.41,10,487500
3399,5,Commercial,RCC,AAC Blocks,Plastering,1088,81.58,8158,21754,135.96,20,407880
733,2,Commercial,Steel Frame,Brick,Excavation,352,26.39,2639,7037,43.98,5,36650
2479,1,Commercial,RCC,Concrete Blocks,Plastering,892,66.93,6693,17849,111.56,20,297480
632,2,Industrial,RCC,AAC Blocks,Foundation,202,15.17,1517,4045,25.28,15,94800
2933,2,Commercial,Load Bearing,AAC Blocks,Plastering,892,66.87,6687,17833,111.45,20,351960
1396,5,Residential,Load Bearing,Concrete Blocks,Foundation,477,35.81,3581,9549,59.68,15,209400
666,4,Residential,Steel Frame,Brick,Plastering,320,23.98,2398,6394,39.96,20,79920
2425,5,Commercial,Load Bearing,Concrete Blocks,Framing,829,62.2,6220,16587,103.67,30,970000
4889,3,Industrial,RCC,Brick,Flooring,1956,146.67,14667,39112,244.45,10,488900
799,3,Commercial,RCC,AAC Blocks,Excavation,256,19.18,1918,5114,31.96,5,39950
3920,1,Residential,Steel Frame,Brick,Foundation,1882,141.12,14112,37632,235.2,15,588000
