ProjectType,ProjectSize_sqm,Location,Complexity,NumFloors,StartDate,EndDate,ConstructionCost,MaterialCost,LaborCost,EquipmentCost,PermitCost,ContingencyCost,OverheadCost,NumWorkers,WeatherConditions,PrevProjectCompletionTime,PrevProjectCost,ConstructionLevel
Educational,13520,Urban,3,41,19-03-2018 04:54,16-03-2020 04:54,13682180.77,7934550.113,4259666.816,806031.9001,371827.4713,979985.9877,2515181.333,106,Clear,87,25891225.79,Large
Educational,8955,Rural,3,5,28-11-2023 14:20,18-04-2025 14:20,21734501.34,5695351.821,7480778.224,1942338.637,266972.771,673802.9747,3607625.249,62,Clear,346,31397615,Medium
Infrastructure,11058,Rural,5,22,23-12-2024 21:28,25-11-2026 21:28,24774613.78,8087191.566,6629682.09,2272065.889,318736.7854,2122830.267,3831247.409,142,Storm,426,67695421.47,Large
Residential,12715,Rural,3,8,08-06-2020 14:35,12-07-2022 14:35,6144297.448,3624664.62,1619330.767,900122.0126,284722.0748,558067.6072,364949.6158,171,Windy,523,26811408.43,Large
Infrastructure,5851,Urban,2,14,20-05-2022 22:33,01-06-2023 22:33,13746610.37,5017414.984,3944550.064,1308900.238,147041.8143,773575.2032,814545.3495,180,Snow,616,19421909.89,Medium
Residential,8089,Suburban,4,22,30-10-2019 09:50,17-04-2021 09:50,11239257.53,2619796.991,4453871.544,1424827.11,284706.3765,451349.0186,2134901.836,125,Storm,704,60165447.72,Medium
Infrastructure,2079,Suburban,5,22,30-06-2022 09:38,20-02-2023 09:38,2388040.425,882169.2611,756468.4022,136628.2454,100929.3798,127766.528,409874.0408,24,Rain,660,78375394.42,Small
Commercial,8507,Suburban,3,32,27-12-2023 22:27,13-07-2025 22:27,12466777.52,4347457.784,3577778.173,1304929.572,127098.5811,1100302.809,2333953.995,225,Windy,682,64715259.91,Medium
Industrial,8408,Urban,4,11,01-09-2018 20:36,24-03-2020 20:36,7874627.252,2631352.675,2189620.75,950157.1607,389237.3777,425477.067,1274296.711,273,Rain,993,17769431.1,Medium
Educational,16238,Urban,5,25,19-09-2018 17:30,14-05-2021 17:30,32225811.44,17152995.42,4948281.911,3226809.154,1035468.001,2959586.033,1688477.137,239,Foggy,714,38450401.68,Large
Residential,13254,Rural,4,24,18-01-2023 10:53,28-11-2024 10:53,24296932.54,9199030.899,4382173.216,3634582.138,932099.1146,1599543.325,1374765.061,97,Clear,114,67060701.63,Large
Residential,8419,Rural,5,29,22-11-2024 05:06,16-06-2026 05:06,18677575.02,5635462.796,4679820.777,1931832.406,247887.174,1833503.958,3451014.474,85,Clear,927,92473911.45,Medium
Infrastructure,11344,Suburban,3,36,23-11-2019 15:49,18-07-2021 15:49,22224378.31,11558211.47,7509119.35,1964962.27,971597.0717,1916834.843,2911489.167,232,Storm,269,29164055.9,Large
Commercial,7599,Urban,2,47,01-10-2016 16:37,25-01-2018 16:37,18526481.37,4980051.853,6642660.272,2308944.241,346715.3037,1772353.225,2529889.768,123,Foggy,854,16785719.61,Medium
Commercial,16022,Urban,5,10,15-08-2017 06:19,10-04-2020 06:19,36786474.15,11364951.18,10395251.39,5308534.568,779474.6488,1889915.129,7303098.062,41,Rain,932,34272353.05,Large
Residential,7019,Urban,2,20,24-09-2019 11:31,08-12-2020 11:31,9805438.423,5366172.365,3708412.519,763692.0016,489742.5434,806559.5719,1951328.226,293,Rain,557,10041611.45,Medium
Residential,7732,Suburban,3,50,11-12-2023 09:18,10-03-2025 09:18,8411978.519,2150268.132,2884430.454,531709.0501,397658.2576,594993.9401,819454.3582,151,Snow,677,13093240.78,Medium
Educational,7273,Rural,3,44,22-06-2015 08:54,16-11-2016 08:54,12193703.49,3097836.232,3075717.872,1607667.217,186420.554,821089.8581,708237.9427,260,Rain,903,64671772.97,Medium
Industrial,8609,Suburban,1,28,22-08-2015 21:56,30-01-2017 21:56,18954459.44,4265687.712,4465117.407,1011306.656,723176.2793,1690622.478,1461725.911,254,Windy,532,17991681.21,Medium
Infrastructure,13383,Urban,3,10,22-10-2023 10:37,20-01-2026 10:37,30630272.69,8211978.393,11430325.27,2676970.228,417780.302,2308277.772,1588221.023,196,Foggy,960,45791502.28,Large
Educational,14714,Urban,2,44,23-09-2020 19:30,05-01-2023 19:30,34336699.57,13293031.63,8850255.001,4997904.851,871075.4419,1370818.136,2326272.459,84,Clear,382,6644848.465,Large
Industrial,10660,Rural,1,41,28-06-2023 05:17,19-02-2025 05:17,17344502.55,5014028.246,6627936.286,1810255.586,518456.207,830687.3815,1773819.255,49,Snow,402,68185978.99,Large
Residential,17321,Suburban,4,22,16-03-2016 18:08,28-11-2018 18:08,12057995.77,3516640.309,3118681.339,1472752.834,254230.7479,561049.9546,838471.9621,155,Clear,770,2347090.022,Large
Infrastructure,2519,Rural,4,38,20-10-2017 10:19,30-04-2018 10:19,1066901.722,497970.1968,392998.9983,81854.42647,14654.07932,76732.5777,186937.864,44,Snow,167,81319699.17,Small
Infrastructure,15044,Rural,4,13,22-09-2024 23:41,23-12-2026 23:41,23157901.94,12090588.85,8824066.713,2172102.944,667370.9249,805545.1891,1224601.515,170,Windy,98,93188724.74,Large
Commercial,17098,Rural,2,12,17-08-2015 09:18,06-03-2018 09:18,12170366.36,2625349.468,3645649.441,1232967.168,222345.4567,1085772.247,765897.1267,192,Foggy,97,22704443.65,Large
Industrial,6149,Urban,5,15,23-12-2020 21:10,09-05-2022 21:10,14277878.33,7108569.128,4331973.084,850563.6928,397230.9217,678328.2692,762550.1095,211,Windy,809,55160097.4,Medium
Educational,7021,Rural,2,45,27-03-2019 10:13,17-06-2020 10:13,8262591.563,4445455.17,1719894.969,1184483.79,178823.2986,512211.105,437223.3163,231,Clear,669,538098.2056,Medium
Infrastructure,8350,Rural,4,39,24-05-2016 06:56,24-12-2017 06:56,10209282.52,2908567.974,3480806.632,624984.0715,309504.986,808430.334,1966427.53,73,Rain,910,28389125.07,Medium
Residential,11792,Urban,5,15,19-04-2023 03:11,20-04-2025 03:11,10369473.13,2417477.374,1942230.391,1333188.49,279877.4263,719547.5785,1573204.768,152,Snow,656,70244510.83,Large
Residential,16873,Suburban,4,34,02-10-2017 18:38,15-03-2020 18:38,33283792.22,12167197.6,8681876.162,3579399.986,1374981.784,2706732.129,6441401.154,14,Windy,67,70153092.13,Large
Educational,8300,Urban,1,1,27-03-2015 22:34,18-07-2016 22:34,5387110.332,1291634.065,1496567.99,569437.0699,56688.90053,458522.1833,337768.1935,294,Rain,576,74982523.28,Medium
Industrial,11096,Suburban,2,5,18-09-2024 21:46,09-06-2026 21:46,24475857.69,9418765.399,5234027.638,2094506.104,811039.1058,2271618.416,4099692.03,153,Foggy,146,75779626.48,Large
Educational,11646,Rural,1,27,04-01-2018 14:47,18-09-2019 14:47,13129024.11,3499974.444,1986566.15,1512222.73,277082.2666,1022742.592,1884048.772,56,Rain,458,62116378.29,Large
Industrial,4740,Suburban,3,44,20-04-2015 09:19,15-04-2016 09:19,11405074.52,3902834.672,3984976.217,1145543.573,221615.4854,759464.6035,1907464.924,300,Foggy,793,82706372.91,Small
Residential,16534,Suburban,1,4,17-08-2021 19:21,23-12-2023 19:21,40500031.34,14920864.66,10548797.39,4304744.444,1326037.158,3993461.642,2705885.685,120,Windy,501,3117021.016,Large
Infrastructure,13540,Suburban,4,10,24-09-2020 14:47,17-11-2022 14:47,25884711.61,15007045.14,8810660.51,1484789.555,699005.0315,2394451.512,2616537.669,109,Rain,501,35790318.26,Large
Residential,8137,Rural,1,8,30-07-2015 07:44,06-10-2016 07:44,13145860.54,5983163.068,5032525.95,1387248.297,378256.201,439152.2567,1789528.341,101,Windy,215,87417155.49,Medium
Residential,9150,Rural,1,30,11-01-2018 21:13,05-06-2019 21:13,4271362.433,1408994.838,1251310.59,262081.7532,129618.6396,373806.4128,466330.9736,248,Rain,356,28572616.61,Medium
Educational,8379,Rural,5,27,23-06-2017 23:28,17-01-2019 23:28,13536357.64,3108983.432,4193823.845,1394700.492,163722.58,713922.4153,773278.7057,165,Storm,664,56060653.18,Medium
Industrial,10404,Urban,2,29,28-04-2016 17:25,09-02-2018 17:25,4361341.16,890303.4405,1345096.475,522462.2076,143718.3319,318419.6801,352132.0714,67,Foggy,958,84244227.14,Large
Commercial,2603,Suburban,2,40,05-12-2024 00:18,13-06-2025 00:18,2380927.661,593931.2913,680866.7794,135023.4377,62074.80967,106005.7711,238529.9989,29,Foggy,342,22293950.11,Small
Residential,5640,Rural,4,35,21-08-2016 01:29,23-07-2017 01:29,12030681.74,3272059.887,4213840.124,810015.0757,191579.0231,1156572.136,915066.9443,159,Foggy,114,44556478.68,Medium
Educational,6210,Urban,5,1,07-09-2015 04:20,21-01-2017 04:20,13754846.71,3252964.202,5451605.738,726336.8685,358787.1967,532788.8899,2283314.636,47,Snow,822,94511833.04,Medium
Infrastructure,14955,Urban,5,13,31-12-2015 08:41,12-05-2018 08:41,13595424.41,6232523.985,4138869.67,1509277.958,112804.2697,886625.6256,1494745.192,75,Snow,209,14359219.21,Large
Residential,18457,Urban,1,28,24-07-2016 19:33,15-05-2019 19:33,45830208.42,9522093.101,13503318.18,5521990.038,1203919.609,1397394.241,7531378.076,52,Storm,810,87683795.62,Large
Commercial,5978,Urban,5,7,24-06-2015 12:11,30-09-2016 12:11,12940327.3,5764605.384,2713944.209,1207630.503,610767.6291,897677.9345,2168319.985,30,Windy,824,96818424.46,Medium
Industrial,10496,Urban,1,48,12-04-2023 06:11,09-12-2024 06:11,14175140.15,7055716.661,4609077.354,1915276.245,705221.8068,484244.9179,1697028.39,208,Storm,716,31733237.68,Large
Educational,16539,Urban,2,37,14-05-2018 16:00,14-10-2020 16:00,10220178.48,2476319.52,3473807.961,1323976.555,411847.7193,662288.8662,520278.2503,215,Rain,349,62716226.99,Large
Educational,10005,Urban,1,6,05-11-2016 07:33,03-05-2018 07:33,14258961.55,5362705.783,5093702.779,1036858.096,552939.566,736972.6701,2663416.602,102,Clear,258,41621552.73,Large
Infrastructure,4266,Rural,2,17,28-01-2020 04:35,02-12-2020 04:35,8790344.303,2630069.432,3370432.173,550186.961,79932.40972,570128.7614,659696.8791,206,Clear,788,91279831.19,Small
Infrastructure,4646,Urban,3,35,31-01-2019 08:04,14-01-2020 08:04,5476799.502,2599577.871,1171377.417,298862.8565,102867.7255,448787.2335,280491.1086,200,Rain,572,49220671.69,Small
Infrastructure,3527,Urban,2,41,16-10-2020 12:08,06-07-2021 12:08,8768453.549,3562389.495,3442339.898,1144451.668,97065.81143,870566.8499,1199212.83,170,Snow,700,54727553.46,Small
Infrastructure,13295,Urban,4,14,17-04-2022 00:41,05-07-2024 00:41,28483008.18,12123512.14,6437093.825,3640825.213,1395949.559,2352347.264,3200910.542,41,Foggy,966,92503486.38,Large
Industrial,5588,Rural,2,41,28-06-2023 07:44,31-07-2024 07:44,13797815.72,5155855.199,2290741.224,1897632.077,345497.2538,562954.5335,1070212.548,265,Foggy,878,75211071.99,Medium
Infrastructure,18225,Urban,4,19,16-12-2024 09:35,11-11-2027 09:35,22382030.19,10673156.92,3599334.2,1717253.528,868914.1485,1475429.6,1215739.314,24,Snow,967,52135420.77,Large
Infrastructure,17606,Urban,2,6,22-12-2024 06:14,30-07-2027 06:14,21701021.3,12023554.07,6476578.14,3021375.461,846562.3517,1785659.688,2976232.519,118,Foggy,582,88838303.75,Large
Educational,17131,Rural,4,15,06-05-2016 10:03,22-11-2018 10:03,31638657.46,16653055.23,6781372.462,2336132.803,249316.5038,2101858.763,2840038.262,166,Snow,113,10799760.93,Large
Infrastructure,7889,Urban,3,2,02-09-2023 00:29,22-12-2024 00:29,5177331.015,2665154.317,1929828.568,652469.4711,119311.0105,193477.6276,1023474.769,242,Clear,189,77405613.91,Medium
Industrial,4779,Rural,3,21,19-02-2017 03:43,17-01-2018 03:43,3080188.604,1053129.08,871891.2021,294438.6164,146180.1393,217643.6155,221106.8779,159,Windy,633,70548277.73,Small
Educational,11739,Urban,2,45,04-09-2015 07:45,14-07-2017 07:45,7703332.284,3003205.96,2350296.286,780622.616,181267.7607,262026.8504,1442349.092,202,Windy,403,76388875.23,Large
Educational,2482,Rural,2,16,01-08-2019 23:34,04-04-2020 23:34,4039871.978,1138035.665,1094894.202,522057.7713,145289.1524,214128.8594,805340.3728,172,Snow,811,5230001.128,Small
Residential,12750,Urban,5,29,16-03-2022 03:22,17-04-2024 03:22,7729329.745,2210316.167,3063945.551,558592.8122,215513.2899,669341.874,420051.4247,287,Foggy,561,14008068.96,Large
Infrastructure,4122,Rural,3,17,24-12-2018 22:16,28-08-2019 22:16,9477333.473,2432514.207,3566309.159,939634.6491,63915.8264,675156.6894,1656686.58,68,Storm,65,32745152.02,Small
Infrastructure,17798,Rural,1,25,25-03-2015 11:54,01-11-2017 11:54,18955011.21,8585366.623,6202358.721,2002240.556,95446.574,1844219.538,3554716.583,206,Rain,528,84139778.05,Large
Residential,9129,Suburban,4,30,04-10-2017 18:36,11-05-2019 18:36,3869820.92,2277430.624,731028.3531,477030.109,131828.3503,218596.8769,532403.1479,140,Clear,421,87935292.41,Medium
Infrastructure,15254,Urban,3,19,12-08-2023 04:12,26-01-2026 04:12,11303520.86,3333111.677,2272742.507,900219.9182,190158.4532,401268.2176,1889231.243,263,Foggy,926,34340051.71,Large
Commercial,12624,Urban,5,43,16-06-2023 10:50,08-07-2025 10:50,11290695.3,6319073.298,2976268.184,1239957.642,284236.1296,609614.1456,1511681.442,173,Windy,409,65625414.29,Large
Residential,14150,Suburban,2,25,20-02-2020 18:17,16-05-2022 18:17,6562178.15,1668354.777,2560054.109,901457.1368,86570.17146,224381.7566,854304.1452,133,Foggy,819,81345567.9,Large
Industrial,7506,Suburban,1,18,10-02-2023 20:58,18-03-2024 20:58,17257292.08,10063511.69,3044582.854,1935349.091,281234.084,903466.4343,1545626.733,73,Windy,63,82573829.51,Medium
Industrial,6815,Rural,5,32,21-08-2019 21:55,29-10-2020 21:55,3951471.047,1288802.479,1043718.792,269709.4962,144084.8019,159040.8505,343889.618,221,Clear,253,58849114.85,Medium
Industrial,18514,Suburban,1,10,10-12-2020 10:26,26-06-2023 10:26,33929111.42,14997197.79,7310849.318,3083725.614,453454.1239,2983158.309,5397284.016,42,Storm,191,70319525.31,Large
Residential,15128,Rural,4,19,26-08-2021 11:56,07-02-2024 11:56,18896462.51,9818323.281,4044601.27,2617744.466,944292.1944,1029169.219,3400643.505,223,Storm,646,97848948.56,Large
Industrial,10391,Rural,5,27,13-04-2015 11:16,04-11-2016 11:16,4489907.589,2243362.586,1658528.259,638225.491,34467.74039,214822.1981,397723.8757,95,Foggy,154,42727332.73,Large
Commercial,11130,Suburban,4,10,07-05-2020 00:59,21-02-2022 00:59,26186257.26,10286360.32,5411350.286,1387499.787,1230434.214,2425798.597,2325440.239,129,Clear,307,1553441.961,Large
Educational,4055,Suburban,1,13,28-12-2016 21:32,08-10-2017 21:32,7187641.332,3008164.739,1341981.93,664125.747,252472.1117,592442.6587,1325500.376,80,Foggy,546,81416932.11,Small
Residential,14738,Rural,1,37,07-05-2024 19:03,19-06-2026 19:03,7719529.98,4571527.384,2226153.704,536524.2942,60795.70609,599814.9143,618080.9465,246,Rain,435,11150202.73,Large
Educational,12030,Suburban,5,32,12-05-2023 21:43,11-03-2025 21:43,14037457.99,6086092.294,5174465.658,787092.5106,496245.5963,1065434.039,1490218.654,125,Storm,358,65030011.97,Large
Educational,19218,Urban,4,32,28-09-2021 08:02,21-08-2024 08:02,20618965.7,7583632.347,5615906.158,1219922.531,151156.0802,1319895.876,3504598.924,220,Rain,346,87991309.72,Large
Commercial,4395,Rural,4,11,01-08-2015 06:44,17-06-2016 06:44,6688003.445,3483101.708,1891999.636,786591.3278,246051.5722,331740.918,557295.9808,128,Foggy,490,34828746.75,Small
Infrastructure,1835,Urban,3,26,11-11-2024 04:52,11-05-2025 04:52,2155555.078,492414.5911,600979.4086,162284.5547,23739.04602,70867.75094,299897.9057,220,Clear,52,77201780.76,Small
Commercial,7559,Urban,2,10,08-05-2016 16:36,17-09-2017 16:36,10456839.64,6120781.591,1920226.366,1179007.205,102362.4245,823481.6806,678227.1262,256,Windy,865,66773601.77,Medium
Educational,19878,Suburban,2,2,24-08-2023 19:31,26-07-2026 19:31,37416627.65,16644110.31,14524394.45,3658820.85,1841069.106,1463262.49,6232215.628,178,Windy,426,60589149.18,Large
Commercial,7004,Rural,4,28,24-11-2022 18:28,26-02-2024 18:28,4530072.507,1308452.744,927572.2328,522840.0516,47197.72044,437065.9129,407002.5739,112,Windy,717,17023205.51,Medium
Industrial,11984,Rural,4,23,30-01-2022 04:25,31-12-2023 04:25,22032278.93,9679916.207,4236476.235,2270232.34,442002.6937,1091162.759,4317599.683,140,Snow,760,14567461.49,Large
Commercial,3563,Suburban,3,48,05-11-2019 10:12,29-07-2020 10:12,2576642.008,833537.7836,999801.9986,280924.6541,50241.28356,160572.2251,287903.9319,200,Windy,202,66829013.05,Small
Residential,8865,Urban,1,24,02-06-2017 15:03,27-10-2018 15:03,19166798.56,5544353.958,5247461.371,1913322.782,210504.2133,1035396.964,1599801.7,294,Rain,697,60655300.02,Medium
Residential,7231,Rural,2,17,09-03-2021 14:00,26-04-2022 14:00,7914702.384,1869981.527,1497329.89,848841.3412,144098.4282,423976.2653,1348518.441,256,Storm,446,55676142.73,Medium
Industrial,1555,Rural,4,42,10-06-2017 12:34,24-09-2017 12:34,3079970.034,796364.2165,587265.0128,357855.1878,74425.71254,218267.6718,184606.7975,151,Windy,102,48958315.7,Small
Educational,4305,Rural,4,30,16-08-2017 12:18,26-05-2018 12:18,10018304.66,5530887.484,2103198.77,1126338.949,52919.03587,327573.7778,1599188.57,29,Foggy,197,57387715.95,Small
Commercial,15075,Suburban,5,12,02-04-2022 21:35,08-10-2024 21:35,23735849.02,14221079.72,5183055.712,2714201.779,855349.1924,1180828.801,3658052.626,269,Rain,905,34117586.62,Large
Residential,4271,Urban,2,15,06-04-2024 12:24,29-12-2024 12:24,8867919.547,4692321.553,3034093.819,742830.5002,393945.6955,749685.2704,1552690.045,128,Foggy,102,1868520.426,Small
Residential,3647,Urban,2,18,23-06-2020 19:01,19-03-2021 19:01,5948628.537,3022735.704,1449442.2,656070.629,172792.8761,378539.4633,394959.9005,130,Clear,809,34993051.36,Small
Infrastructure,10514,Suburban,3,42,26-07-2020 06:03,01-03-2022 06:03,8047966.695,4820651.472,2602141.801,632047.3728,122878.4246,335898.2224,1303742.361,203,Snow,88,88860844.81,Large
Commercial,3149,Suburban,1,31,28-04-2019 02:03,12-11-2019 02:03,6262887.422,1469116.407,1936071.727,402909.4163,145779.7578,339032.6715,1064206.71,245,Rain,204,20410974.6,Small
Residential,5700,Suburban,3,1,09-10-2019 04:57,04-11-2020 04:57,5659820.909,1886944.618,1316717.812,715615.7503,157004.7427,241160.882,897907.2369,203,Rain,875,54575461.77,Medium
Educational,10141,Suburban,2,5,29-06-2020 02:05,24-02-2022 02:05,20168737.97,7517463.467,6745248.196,2651795.678,590347.3391,1424938.309,3223271.98,149,Foggy,583,92328518.17,Large
Infrastructure,10305,Urban,4,9,12-08-2018 17:42,04-05-2020 17:42,4948664.237,2071639.095,1047460.994,655569.5635,76690.14853,382022.8303,734946.535,56,Snow,707,76067813.54,Large
Industrial,1143,Suburban,2,22,03-12-2023 16:43,04-03-2024 16:43,1661969.654,548902.7291,312994.0281,152017.9033,72974.54333,149899.543,115132.568,99,Snow,52,13138870.52,Small
Infrastructure,10383,Suburban,5,45,05-02-2015 09:32,30-10-2016 09:32,24253098.11,9158279.815,4552871.057,3011369.836,1188833.782,1630293.616,1490097.193,70,Rain,537,70804889.09,Large
Educational,15472,Rural,2,43,24-02-2024 08:26,06-07-2026 08:26,32861390.07,16206314.47,8267166.888,2317975.472,778973.9369,2548033.504,5256076.738,36,Storm,530,9175455.271,Large
Educational,2813,Suburban,2,14,18-01-2016 11:53,20-08-2016 11:53,6965573.734,1954901.569,1284323.635,616493.4952,50513.08549,555109.7292,1352156.796,248,Storm,568,65155074.16,Small
Infrastructure,3254,Urban,1,31,03-11-2024 01:37,17-05-2025 01:37,1866320.645,814266.3497,702953.5578,190336.5251,25134.80256,116716.0265,272977.0812,10,Rain,262,94095976.38,Small
Residential,19767,Suburban,3,3,11-07-2019 19:32,28-04-2022 19:32,48966898.79,22287573.8,7505931.298,4988483.077,579425.9496,3956886.002,9710997.863,48,Foggy,132,15675807.56,Large
Residential,17734,Rural,5,6,12-10-2022 13:32,23-08-2025 13:32,23774503.02,5756683.758,4114346.893,2015777.547,551650.0626,764086.3214,2915806.879,15,Clear,716,95818018.18,Large
Residential,6718,Suburban,5,43,06-05-2023 02:19,04-10-2024 02:19,10387315.14,5439402.817,2739144.847,1402571.249,184411.5335,411647.6151,2010429.126,106,Clear,952,65753729.98,Medium
Educational,12439,Suburban,3,43,16-02-2018 17:18,17-01-2020 17:18,29315187.68,15467872.31,5834002.011,2007221.516,366408.3083,2893381.432,2004701.243,67,Rain,118,13821767.75,Large
Commercial,16995,Rural,2,19,10-02-2016 10:42,21-10-2018 10:42,7490325.826,4063565.338,1281454.164,713518.6497,284355.9153,318705.9204,897563.1343,140,Storm,694,27281949.65,Large
Educational,19500,Rural,4,18,24-04-2020 18:19,15-05-2023 18:19,9401892.525,3916832.82,2588796.613,655459.2615,406645.9588,725734.9331,502258.9046,245,Snow,782,66130519.59,Large
Commercial,20000,Rural,3,12,23-02-2022 07:13,25-01-2025 07:13,20078243.46,9663845.406,6268889.146,2173735.373,615430.5744,806344.897,1651650.232,174,Windy,344,47300011.35,Large
Industrial,4329,Urban,2,45,15-04-2017 17:54,01-02-2018 17:54,8150284.892,1884727.165,2633077.845,864119.7886,299567.9791,778588.7909,528537.2762,69,Clear,917,57073294.99,Small
